,date,sentim,sentimScaled
0,2007-03-21,2.9718,0.08903455817746231
1,2007-03-22,2.3240000000000007,0.04808561477145612
2,2007-03-23,1.5471,-0.001024039646769448
3,2007-03-26,0.060800000000000076,-0.09497651662168038
4,2007-03-27,-1.2714000000000003,-0.1791879744875059
5,2007-03-28,1.6998,0.008628482208891564
6,2007-03-29,2.1704,0.0383762018243079
7,2007-03-30,0.6735999999999998,-0.05624000455128719
8,2007-04-02,3.9655000000000005,0.15184864441171486
9,2007-04-03,2.9160999999999997,0.0855136317376437
10,2007-04-04,0.7001000000000001,-0.05456487796860854
11,2007-04-05,3.7640000000000002,0.13911136115097
12,2007-04-06,3.625,0.13032484813239198
13,2007-04-09,-1.3974,-0.18715272729571342
14,2007-04-10,-1.2445000000000002,-0.17748756297527757
15,2007-04-11,-2.0267000000000004,-0.22693224271003865
16,2007-04-12,-0.06099999999999994,-0.10267577766961433
17,2007-04-13,-1.9327,-0.22099028426582035
18,2007-04-16,-0.8315999999999998,-0.15138719444742932
19,2007-04-17,0.9440999999999997,-0.03914107094319108
20,2007-04-18,-0.5845999999999995,-0.13577375045038764
21,2007-04-19,6.748500000000002,0.3277685417549008
22,2007-04-20,1.596,0.0020670429907014842
23,2007-04-23,1.0122999999999998,-0.03482999045493895
24,2007-04-24,1.6655999999999997,0.006466620732378026
25,2007-04-25,4.1606000000000005,0.16418136879966116
26,2007-04-26,2.451200000000001,0.056126222368312995
27,2007-04-27,2.8758999999999997,0.08297249631788217
28,2007-04-30,1.1151,-0.028331763560623613
29,2007-05-01,-0.3779,-0.12270776310549492
30,2007-05-02,5.487500000000001,0.24805780134895117
31,2007-05-03,1.269,-0.018603386916313025
32,2007-05-04,-1.8911999999999998,-0.21836697282502182
33,2007-05-07,-0.8391000000000001,-0.15186128687648937
34,2007-05-08,1.5561000000000003,-0.0004551287318974584
35,2007-05-09,0.8505000000000004,-0.04505774445785937
36,2007-05-10,-1.7737000000000003,-0.21093952476974898
37,2007-05-11,-2.4275999999999995,-0.2522740633513908
38,2007-05-14,-2.2789,-0.24287439079122852
39,2007-05-15,-2.8004,-0.27583961769186505
40,2007-05-16,-1.7932,-0.2121721650853049
41,2007-05-17,2.2307,0.04218790495394975
42,2007-05-18,-2.7013999999999996,-0.2695815976282735
43,2007-05-21,1.5687999999999998,0.0003476677813107898
44,2007-05-22,3.2880999999999996,0.10902861621901816
45,2007-05-23,0.9646000000000002,-0.03784521830376031
46,2007-05-24,0.6741000000000001,-0.05620839838934988
47,2007-05-25,3.2679,0.10775172727675009
48,2007-05-28,0.2797999999999999,-0.0811330176931293
49,2007-05-29,0.7655999999999998,-0.05042447075481826
50,2007-05-30,-1.8723999999999998,-0.21717858113617816
51,2007-05-31,0.7922000000000001,-0.0487430229397523
52,2007-06-01,2.2913999999999994,0.04602489301314194
53,2007-06-04,-0.015600000000000003,-0.0998059381657046
54,2007-06-05,-0.9061,-0.1560965125760917
55,2007-06-06,2.7815999999999996,0.07701157417650162
56,2007-06-07,1.3334000000000001,-0.014532513258784796
57,2007-06-08,0.841,-0.045658261534668676
58,2007-06-11,2.398,0.05276332673818107
59,2007-06-12,-2.6468000000000003,-0.26613020474471694
60,2007-06-13,1.7761999999999998,0.013457903752915668
61,2007-06-14,-2.6184000000000003,-0.26433497474667655
62,2007-06-15,-0.07629999999999992,-0.10364292622489668
63,2007-06-18,0.9200000000000003,-0.04066448794857036
64,2007-06-19,0.5089000000000001,-0.06665107429344408
65,2007-06-20,3.3867999999999996,0.11526767258544734
66,2007-06-21,-0.8925000000000001,-0.15523682497139635
67,2007-06-22,0.8294000000000001,-0.046391524491614766
68,2007-06-25,-0.17360000000000037,-0.10979348533790134
69,2007-06-26,2.3095999999999997,0.04717535730766076
70,2007-06-27,3.1087999999999996,0.09769464654829108
71,2007-06-28,1.8013999999999992,0.015050854314557105
72,2007-06-29,1.1651000000000002,-0.025171147366890523
73,2007-07-02,0.13569999999999977,-0.09024191356346822
74,2007-07-03,2.4068999999999994,0.05332591642066542
75,2007-07-04,-0.05520000000000008,-0.10230914619114129
76,2007-07-05,1.3047,-0.016346706953987655
77,2007-07-06,2.0149999999999997,0.028553006694185257
78,2007-07-09,-0.3768,-0.12263822954923276
79,2007-07-10,-2.6591,-0.2669077163283753
80,2007-07-11,1.0658,-0.03144813112764455
81,2007-07-12,-0.5600999999999997,-0.13422504851545847
82,2007-07-13,2.3342,0.048730380474977464
83,2007-07-16,1.4825999999999997,-0.005101234536685206
84,2007-07-17,-0.7683999999999993,-0.14739217557855067
85,2007-07-18,7.750400000000001,0.3911009690449252
86,2007-07-19,9.196900000000001,0.4825375955296247
87,2007-07-20,3.295000000000001,0.10946478125375347
88,2007-07-23,6.5223,0.31346991409445213
89,2007-07-24,9.690000000000001,0.5137075924322207
90,2007-07-25,6.812100000000001,0.3317888455533293
91,2007-07-26,13.210400000000005,0.7362402574005831
92,2007-07-27,6.758200000000001,0.3283817012964849
93,2007-07-30,2.9279000000000006,0.08625953715936485
94,2007-07-31,4.133800000000001,0.16248727851982037
95,2007-08-01,2.8011999999999992,0.07825053572444474
96,2007-08-02,6.2620000000000005,0.29701574618987725
97,2007-08-03,5.0888,0.222855047820123
98,2007-08-06,-0.3701,-0.12221470697927261
99,2007-08-07,1.6395999999999997,0.0048231003116367965
100,2007-08-08,1.9384999999999992,0.0237172639177734
101,2007-08-09,3.744,0.13784711467347677
102,2007-08-10,-1.8432000000000002,-0.215332781279038
103,2007-08-13,0.3154999999999999,-0.07887633773080382
